PID,Retalhista,Nome,Marca,Marca_Padronizada,Quantidade,Formato
988837,PingoDoce,Gelado Sticks Filipinos,Olá,Olá,"0.248 L | 16,09 €/L",Sticks
992498,PingoDoce,Gelado Majestic Chocolate Branco e Amêndoa,Pingo Doce,Pingo Doce,"0.72 L | 5,4 €/L",Sticks
7889479,Continente,Gelado Mochi Coco sem Glúten Little Moons,Little Moons,Little Moons,emb. 6 un,Bites
6845206,Continente,Gelado Chocolate Branco e Cookies Magnum,Magnum,Magnum,emb. 440 ml,Pints
6089406,Continente,Gelado Baunilha e Amêndoa Magnum,Magnum,Magnum,emb. 440 ml,Pints
7390517,Continente,Gelado Baunilha e Chocolate Carte DOr,Carte DOr,Carte D'Or,"emb. 1,7 lt",Tubs
5553145,Continente,Gelado Morango Calippo,Calippo,Calippo,emb. 525 ml (5 un),Pots
7947224,Continente,Gelado Tiramisu Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
8751284,Continente,Gelado Pistácio com Chocolate Magnum,Magnum,Magnum,emb. 270 ml (3 un),Sticks
8751330,Continente,Gelado Cone Pistáchio Max Cornetto,Cornetto,Cornetto,emb. 360 ml (4 un),Cones
7411090,Continente,Gelado Baunilha e Noz Pecan Continente,Continente,Continente,emb. 950 ml,Tubs
6592516,Continente,Sorbet Limão sem Lactose Continente,Continente,Continente,emb. 1 lt,Tubs
7411520,Continente,Gelado Chocolate e Avelã Continente,Continente,Continente,emb. 950 ml,Tubs
8039787,Continente,Gelado Tarte de Limão Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
7754883,Continente,Gelado Sandwich XXL Filipinos Olá,Olá,Olá,emb. 520 ml (4 un),Sandwich
3913174,Auchan,SORBET PALITO AUCHAN MAÇÃ FRUTOS VERMELHOS 8X69ML,AUCHAN,Auchan,69ML,Sticks
8421636,Continente,Gelado Mochi Avelã com Recheio Chocolate Continente,Continente,Continente,emb. 3 un,Bites
7754874,Continente,Gelado Double Gold Caramel Billionaire Magnum,Magnum,Magnum,emb. 255 ml (3 un),Sticks
8415334,Continente,Gelado Baunilha com Esteróis Vegetais Icecare,Icecare,Icecare,emb. 500 ml,Pints
8421637,Continente,Gelado Classicone Doce de Leite e Caramelo Continente,Continente,Continente,emb. 3 un,Cones
7725508,Continente,Sorbet Framboesa Continente Seleção,Continente Seleção,Continente,emb. 450 ml,Pints
3913159,Auchan,SORBET PALITO AUCHAN MULTI FRUITS 8X69ML,AUCHAN,Auchan,69ML,Sticks
8413814,Continente,Gelado Baunilha de Madagáscar Les Classiques Carte DOr,Carte DOr,Carte D'Or,"emb. 1,3 lt",Tubs
3939270,Auchan,SORVETE TRIBE AÇAÍ 2.5L,TRIBE,Tribe,Quantidade não disponível,Tubs
6924270,Continente,Açaí Orgânico Sambazon,Sambazon,Sambazon,emb. 500 ml,Pints
3753662,Auchan,GELADO MOCHI NOKU CHOCOLATE BLANCO 210G (6UN),NOKU,Noku,210G,Bites
7754882,Continente,Cone Chocolate Branco Filipinos,Cornetto,Olá,emb. 360 ml (4 un),Cones
3911756,Auchan,GELADO O GELADO PESSEGO MELBA 460ML,O GELADO,O Gelado,460ML,Pints
3652170,Auchan,GELADO MAGNUM DOUBLE BILLIONAIRE 3X85ML,MAGNUM,Magnum,85ML,Sticks
8409929,Continente,Gelado Baunilha e Morango Sprinkles Continente,Continente,Continente,emb. 6 un,Sticks
8421635,Continente,Gelado Mochi Caramelo com Recheio Caramelo Salgado Continente,Continente,Continente,emb. 6 un,Bites
8425089,Continente,"Gelado Chocolate, Caramelo e Amendoim Snickers",Snickers,Snickers,emb. 4 un,Bars
8435464,Continente,Gelado Mini Magníficos Amêndoa e Chocolate Branco Continente,Continente,Continente,emb. 400 ml (8 un),
3725692,Auchan,GELADO CARTE D'OR TIRAMISU 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
7724698,Continente,Gelado Dulce Delish Sundae Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 427 ml,Pints
8405656,Continente,Gelado Manga e Maracujá Continente,Continente,Continente,emb. 900 ml,Tubs
8435756,Continente,Gelado Magnífico Chocolate e Amêndoa Continente,Continente,Continente,emb. 600 ml (6 un),Sticks
3754520,Auchan,GELADO MAGNUM AFTER DINNER 280ML,MAGNUM,Magnum,280ML,Bites
3903989,Auchan,GELADO VEGAN SWEE DATE NIGHT FONDUE 450 ML,SWEE,Swee,450 ML,Pints
7105463,Continente,Gelado Peanut Butter Cup Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
3649662,Auchan,GELADO MOCHI LITTLE MOONS FRAMBOESA 192G (6UN),MOCHI LITTLE MOONS,Little Moons,192G,Bites
3994366,Auchan,GELADO BEN & JERRY'S CHURROS 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
5323151,Continente,Gelado Nata sem Lactose Nutrégi,Nutrégi,Nutrégi,emb. 500 ml,Pints
8423877,Continente,Framboesas Cobertas com Chocolate Branco e Chocolate Negro Franuí,Franuí,Franuí,emb. 150 gr,Frozen Fruits
5965614,Continente,Açaí Orgânico com Guaraná Native Açaí,Native Açaí,Native Açaí,emb. 160 ml,Pints
3994371,Auchan,GELADO MAGNUM BRANCO 3X100ML,MAGNUM,Magnum,100ML,Sticks
8412780,Continente,Gelado Caramel Latte Craze Continente,Continente,Continente,emb. 500 ml,Pints
8039792,Continente,Gelado Mini Double Caramelo e Chocolate Magnum,Magnum,Magnum,emb. 330 ml (6 un),Sticks
8421647,Continente,Gelado Mochi Framboesa Continente,Continente,Continente,emb. 6 un,Bites
7613915,Continente,Gelado Joys Collection Minicups Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 380 ml (4 un),Cups
3748483,Auchan,GELADO HÄAGEN-DAZS CHOCOLATE BELGA 4X95ML,HÄAGEN-DAZS,Häagen-Dazs,95ML,Cups
8853179,Continente,Gelado Manteiga de Amendoim e Chocolate de Leite Reeses,Reeses,Reese's,emb. 460 ml,Pints
8041144,Continente,Açaí Orgânico com Guaraná e Stevia Native Açaí,Native Açaí,Native Açaí,emb. 480 ml,Pints
4025550,Auchan,SWEETIES SWEE FRAMBOESA E PISTÁCHIO 140G,SWEE,Swee,140G,Bites
4014168,Auchan,GELADO HÄAGEN-DAZS CHOCOLATE BROWNIE 420ML,HÄAGEN-DAZS,Häagen-Dazs,420ML,Pints
1035309,Auchan,GELADO OLÁ MULTIPACK KIDS SUPER MAXI 390ML,OLÁ,Olá,390ML,Sticks
8067126,Continente,Gelado Bombom Double Gold Caramelo Billionaire Magnum,Magnum,Magnum,emb. 204 ml (12 un),Bites
8831051,Continente,Gelado Magnífico Fusion Coco e Manga Continente,Continente,Continente,emb. 270 ml (3 un),
8831053,Continente,Gelado Magnífico Fusion Chocolate Negro e Flor de Sal Continente,Continente,Continente,emb. 270 ml (3 un),
8834686,Continente,Gelado Coco La Menorquina,La Menorquina,La Menorquina,emb. 400 ml (4 un),
3619264,Auchan,GELADO S/LACTOSE NUTRÉGI MORANGO 500 ML,NUTRÉGI,Nutrégi,500 ML,Pints
7759364,Continente,Gelado Tropical Manga Vegan sem Glúten Pink Albatross,Pink Albatross,Pink Albatross,emb. 480 ml,Pints
4029417,Auchan,FRAMBOESAS FRANUÍ COBERTAS COM CHOCOLATE BRANCO E CHOCOLATE DE LEITE 150G,FRANUÍ,Franuí,150G,Frozen Fruits
8831050,Continente,Gelado Magnífico Fusion Limão e Framboesa Continente,Continente,Continente,emb. 270 ml (3 un),
8421652,Continente,Gelado Pistachoco Affair Continente,Continente,Continente,emb. 500 ml,Pints
3891973,Auchan,GELADO HÄAGEN-DAZS TIRAMISU ROMA 420ML,HÄAGEN-DAZS,Häagen-Dazs,420ML,Pints
3891976,Auchan,GELADO PALITO AUCHAN AMENDOIM 4X90ML,AUCHAN,Auchan,90ML,Sticks
7109616,Continente,Gelado Cookie Dough Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
8750015,Continente,Cubos de Manga e Framboesa Swee,Swee,Swee,emb. 140 gr,
8750677,Continente,Gelado Sandwich Cookie Dough Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 272 ml (4 un),Sandwich
8853254,Continente,Gelado Manteiga de Amendoim e Chocolate de Leite Reeses,Reeses,Reese's,emb. 240 ml (3 un),Pints
3891977,Auchan,GELADO PALITO AUCHAN CHOCOLATE BRANCO COM AMÊNDOAS 4X110ML,AUCHAN,Auchan,110ML,Sticks
4026611,Auchan,SWEETIES SWEE FRAMBOESA E CHOCOLATE DE LEITE 140G,SWEE,Swee,140G,Bites
1033032,Auchan,GELADO OLÁ MULTIPACK CALIPPO MORANGO 525ML,OLÁ,Olá,525ML,Pots
8859249,Continente,Framboesas Cobertas com Chocolate de Leite Swee,Swee,Swee,emb. 140 gr,Bites
7759365,Continente,Gelado Pistácio Vegan sem Glúten Pink Albatross,Pink Albatross,Pink Albatross,emb. 480 ml,Pints
8039817,Continente,Gelado Baunilha Exótico Solero Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
3619261,Auchan,GELADO S/LACTOSE NUTRÉGI CHOCOLATE 500 ML,NUTRÉGI,Nutrégi,500 ML,Pints
6787595,Continente,Gelado Doce de Leite Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
4029181,Auchan,FRAMBOESAS FRANUÍ COBERTAS COM CHOCOLATE BRANCO E CHOCOLATE NEGRO 150G,FRANUÍ,Franuí,150G,Frozen Fruits
1032202,Auchan,GELADO OLÁ MULTIPACK PERNA DE PAU 420ML,OLÁ,Olá,420ML,Sticks
8859250,Continente,Framboesas Cobertas com Pistácio Swee,Swee,Swee,emb. 140 gr,
3903992,Auchan,GELADO VEGAN SWEE COOKIES SCREAMING 450ML,SWEE,Swee,450ML,Pints
8416531,Continente,Gelado de Cone Speculoos La Menorquina,La Menorquina,La Menorquina,emb. 4 un,Cones
8409900,Continente,Gelado Rainbow Continente,Continente,Continente,emb. 6 un,Sticks
3916981,Auchan,SWEETIES SWEE FRAMBOESA E PISTACIO 125G,SWEE,Swee,125G,Bites
8416518,Continente,Gelado Nutsy Caramelt Down Continente,Continente,Continente,emb. 500 ml,Pints
3933194,Auchan,GELADO CARTE D'OR CORNETTO 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
7730113,Continente,Gelado Mix Kids Olá,Olá,Olá,emb. 398 ml (8 un),Sticks
8416879,Continente,Gelado Cone Manga e Baunilha Cornetto,Cornetto,Cornetto,emb. 360 ml (4 un),Cones
8416508,Continente,Gelado Mini Magníficos Caramelo Continente,Continente,Continente,emb. 400 gr (8 un),Sticks
3701429,Auchan,GELADO HÄAGEN-DAZS BAUNILHA CARAM BROWNIE 460 ML,HÄAGEN-DAZS,Häagen-Dazs,460 ML,Pints
3725687,Auchan,GELADO CARTE D'OR STRACIATELLA 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
8416876,Continente,Gelado After Dinner Chocolate Negro Magnum,Magnum,Magnum,emb. 280 ml (8 un),Bites
3916984,Auchan,SWEETIES SWEE FRAMBOESA E CHOCOLATE DE LEITE 125G,SWEE,Swee,125G,Bites
8435757,Continente,Gelado Magnífico Chocolate Continente,Continente,Continente,emb. 600 ml (6 un),Sticks
8393266,Continente,Gelado Manga e Red Velvet Vegan Swee,Swee,Swee,emb. 450 ml,Pints
8456360,Continente,Gelado Brownie Caramel Chaos Continente,Continente,Continente,emb. 500 ml,
3903333,Auchan,GELADO CONE AUCHAN CRÈME BRÛLÉE 6X120ML,AUCHAN,Auchan,120ML,Cones
8512516,Continente,Tarte Gelada Tartíssima Caramelo Continente,Continente,Continente,emb. 1 lt,Cakes
8511755,Continente,Gelado Bombom Chocolate Over the Moo,Over the Moo,Over the Moo,emb. 60 gr,Bites
8239717,Continente,Gelado Utopia Double Cereja Magnum,Magnum,Magnum,emb. 255 ml (3 un),Sticks
8503535,Continente,Gelado After Dinner Classic e Chocolate Negro Magnum,Magnum,Magnum,emb. 3 x 280 ml,Bites - PromoPack
8067121,Continente,Gelado Bombom Chocolate Branco e Cookies Magnum,Magnum,Magnum,emb. 204 ml (12 un),Bites
7622307,Continente,Gelado Caramelo com cobertura chocolate Mars,Mars,Mars,emb. 240 gr (6 un),Bars
4013609,Auchan,GELADO OLÁ HARIBO PUSH-UP 4X85ML,OLÁ,Olá,85ML,Sticks
6470103,Continente,Gelado Mini Cone Clássico Cornetto,Cornetto,Cornetto,emb. 480 ml (6 un + 2 un GRÁTIS),Cones
3903336,Auchan,GELADO CONE AUCHAN CHOCOLATE 6X120ML,AUCHAN,Auchan,120ML,Cones
8416881,Continente,Gelado Filipinos Olá,Olá,Olá,emb. 248 ml (4 un),Sticks
8240346,Continente,Gelado Cone Baunilha Cornetto,Cornetto,Cornetto,emb. 360 ml (4 un),Cones
8503563,Continente,Gelado Bombom Caramelo Salgado e Double Gold Caramelo Billionaire Magnum,Magnum,Magnum,emb. 2 x 204 ml,Bites
4013908,Auchan,GELADO CARTE D'OR PISTACHIO 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
3751927,Auchan,GELADO MOCHI NOKU CHEESECAKE 210G (6UN),NOKU,Noku,210G,Bites
8507208,Continente,Sorbet Açaí Biológico Oakberry,Oakberry,Oakberry,"emb. 1,5 lt",Tubs
3903332,Auchan,GELADO PALITO AUCHAN BAUNILHA MORANGO 12X60ML,AUCHAN,Auchan,60ML,Sticks
7756158,Continente,Tarte Gelada Caramelo Salgado Viennetta,Viennetta,Viennetta,emb. 650 ml,Cakes
7622287,Continente,Gelado Mini Magníficos Amêndoa Continente,Continente,Continente,emb. 456 gr (12 un),Sticks
8416882,Continente,Gelado Gold Caramelo Billionaire Magnum,Magnum,Magnum,emb. 256 ml (4 un),Bars
5608351,Continente,Tarte Gelada Baunilha e Chocolate Continente,Continente,Continente,emb. 1 lt,Cakes
3933202,Auchan,GELADO OLÁ TWISTER MINI ANANÁS 6X50ML,OLÁ,Olá,50ML,Sticks
5562119,Continente,Tarte Gelada Morango Continente,Continente,Continente,emb. 1 lt,Cakes
3927996,Auchan,GELADOS CARTE D'OR ROMANTICA 1LT,CARTE D'OR,Carte D'Or,Quantidade não disponível,Tubs
3933190,Auchan,GELADO BEN & JERRY'S BOHEMIAN RASPBERRY 465ML,BEN & JERRY'S,Ben & Jerry's,465ML,Pints
8416874,Continente,Gelado Sandwich Filipinos Caramelo Olá,Olá,Olá,emb. 520 ml (4 un),Sandwich
8416519,Continente,Gelado Berry Cheesy love Continente,Continente,Continente,emb. 500 ml,Pints
8416875,Continente,Gelado Pistácio Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
7753717,Continente,Gelado Cookie & Dough Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
8416866,Continente,Gelado Nata e Morango Chupa Chups La Menorquina,La Menorquina,La Menorquina,emb. 5 un,Sticks
3935068,Auchan,POTE AÇAÍ OAKBERRY BIO 473ML,OAKBERRY,Oakberry,473ML,Pints
8416471,Continente,Gelado Mini Magníficos Coco Continente,Continente,Continente,emb. 400 gr (8 un),Sticks
3907733,Auchan,GELADO VEGETAL NATURATTIVA SOJA CACAU AVELÂ 3UN 240G,NATURATTIVA,Naturattiva,240G,Sticks
8423878,Continente,Framboesas Cobertas com Chocolate Branco e Chocolate de Leite Franuí,Franuí,Franuí,emb. 150 gr,Frozen Fruits
3983482,Auchan,GELADO PALITO AUCHAN MINI BAUNILHA AMÊNDOA 6X50ML,AUCHAN,Auchan,50ML,Sticks
3754607,Auchan,GELADO CARTE D'OR SOLERO EXOTIC 825ML,CARTE D'OR,Carte D'Or,825ML,Tubs
622764,PingoDoce,Gelados Mini Majestic Mix,Pingo Doce,Pingo Doce,"0.48 L | 6,65 €/L",Sticks
8423935,Continente,Gelado Sandwich de Nata Continente,Continente,Continente,emb. 6 x 100 ml,Sandwich
3722282,Auchan,GELADO HAPPY MRS JERSEY PISTÁCIO E AMÊNDOAS 500ML,HAPPY MRS JERSEY,Happy Mrs Jersey,500ML,Pints
860049,PingoDoce,Gelado Mini Chocolate e Amêndoas,Magnum,Magnum,"0.33 L | 18,15 €/L",Sticks
8416472,Continente,Gelado Mini Magníficos Pistácio e Framboesa Continente,Continente,Continente,emb. 400 gr (8 un),Sticks
8420388,Continente,Gelado Mini Magnífico Chocolate Branco com Morango Continente,Continente,Continente,emb. 8 x 50 ml,Sticks
8421579,Continente,Gelado Sandwich Cookie Wookie Continente,Continente,Continente,emb. 360 ml (4 un),Sandwich
8416473,Continente,Gelado Nuts for Cups Continente,Continente,Continente,emb. 500 ml,Pints
3916949,Auchan,GELADO VEGAN SWEE MANGA COM PEDAÇOS BOLACHA 450ML,SWEE,Swee,450ML,Pints
3919794,Auchan,GELADO O GELADO DUBAI CHOCO STYLE 460ML,O GELADO,O Gelado,460ML,Pints
5564190,Continente,Gelado Cone Morango 6 unidades Cornetto,Cornetto,Cornetto,emb. 540 ml (6 un),Cones
7734499,Continente,Sorbet Manga sem Lactose Continente,Continente,Continente,emb. 1 lt,Tubs
8416534,Continente,Gelado Cone Perna de Pau Olá,Olá,Olá,emb. 360 ml (4 un),Cones
3932921,Auchan,GELADO SNICKERS 4X100G,SNICKERS,Snickers,100G,Bars
8416798,Continente,Gelado Cola Super Homem La Menorquina,La Menorquina,La Menorquina,emb. 3 un,Pots
7736746,Continente,Gelado Mochi Maracujá Continente,Continente,Continente,emb. 6 un,Bites
3932980,Auchan,GELADO SANDWICH OREO MINI 6X55ML,OREO,Oreo,55ML,Sandwich
7095205,Continente,Gelado Chocolate Fudge Brownie Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
8416729,Continente,Gelado Sandwich Caramelo e Pipocas La Menorquina,La Menorquina,La Menorquina,emb. 3 un,Sandwich
3916973,Auchan,SWEETIES SWEE MANGA E RED VELVET FRAMBOESA 125G,SWEE,Swee,125G,Bites
3903228,Auchan,GELADO PALITO AUCHAN CHOCOLATE PISTACHIO 12X60ML,AUCHAN,Auchan,60ML,Sticks
4016299,Auchan,GELADO MAGNUM SANDWICH AMÊNDOAS 4X140ML,MAGNUM,Magnum,140ML,Sandwich
3751137,Auchan,GELADO CORNETTO BRIGADEIRO 4X120ML,CORNETTO,Cornetto,120ML,Cones
6948998,Continente,Gelado Morango Continente,Continente,Continente,emb. 1 lt,Tubs
4014164,Auchan,GELADO MAGNUM AMÊNDOAS 8X100ML,MAGNUM,Magnum,100ML,Sticks
8822890,Continente,Gelado Feast Caramelo Olá,Olá,Olá,emb. 360 ml (4 un),Sticks
8083165,Continente,Gelado Frutos Exóticos Olá,Olá,Olá,emb. 900 ml,Tubs
7018487,Continente,Gelado Baunilha e Morango Continente,Continente,Continente,emb. 2 lt,Tubs
8769503,Continente,Gelado Raffaello Ferrero,Ferrero,Ferrero,emb. 270 ml (3 un),
3903309,Auchan,GELADO PALITO AUCHAN LIMÃO MERENGUE 4X100ML,AUCHAN,Auchan,100ML,Sticks
8750691,Continente,Gelado Pint Pistácio Crackable Magnum,Magnum,Magnum,emb. 440 ml,Pints
878030,PingoDoce,Gelado Doce Leite,Häagen-Dazs,Häagen-Dazs,"0.46 L | 17,37 €/L",Pints
4013915,Auchan,GELADO MAGNUM LA PECHE 3X90ML,MAGNUM,Magnum,90ML,Sticks
3903293,Auchan,GELADO PALITO AUCHAN BAUNILHA CHOCOLATE 12X60ML,AUCHAN,Auchan,60ML,Sticks
8750697,Continente,Gelado de Morango Strawberry Twist Solero,Solero,Solero,emb. 3  un,Sticks
3903302,Auchan,GELADO CONE AUCHAN CHOCOLATE PISTACHIO 6X120ML,AUCHAN,Auchan,120ML,Cones
975275,PingoDoce,Gelado After Dinner,Magnum,Magnum,"0.28 L | 26,75 €/L",Bites
8145416,Continente,Gelado Bombom Chocolate Negro e Caramelo Vegan Over the Moo,Over the Moo,Over the Moo,emb. 60 gr,Bites
4013914,Auchan,GELADO BEN & JERRY'S COOKIE DOUGH SANDWICH 4X68ML,BEN & JERRY'S,Ben & Jerry's,68ML,Sandwich
8753635,Continente,Gelado Mochi Café Latte Vegan Little Moons,Little Moons,Little Moons,emb. 6 un,Bites
8083314,Continente,Gelado Chocolate Clássico Magnum,Magnum,Magnum,emb. 300 ml (3 un),Sticks
7757016,Continente,Gelado Chocolate sem Lactose Nutrégi,Nutrégi,Nutrégi,emb. 500 ml,Pints
8751077,Continente,Gelado Churrifically Churros-y Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 427 ml,Pints
7756441,Continente,Gelado Iogurte Continente,Continente,Continente,emb. 500 ml,Pints
8161472,Continente,Gelado Cheesecake Continente,Continente,Continente,emb. 950 ml,Tubs
8822976,Continente,Gelado Chunky Monkey Bem & Jerrys Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
8750680,Continente,Gelado 3 Sabores Carte DOr,Carte DOr,Carte D'Or,"emb. 1,3 Lt",Tubs
4013913,Auchan,GELADO CORNETTO PISTACHIO 4X90ML,CORNETTO,Cornetto,90ML,Cones
3903304,Auchan,SORBET AUCHAN MAÇÃ COM PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
8159795,Continente,Gelado Caramelo Continente,Continente,Continente,emb. 950 ml,Tubs
8750688,Continente,Gelado de Pistácio Magnum Mini,Magnum Mini,Magnum,emb. 330 ml (6 un),Sticks
3757584,Auchan,GELADO KINDER CHOCOLATE 4X55 ML,KINDER,Kinder,55 ML,Sticks
3631596,Auchan,CONE KINDER BUENO CLASSIC 248G (4 UN),KINDER,Kinder,248G,Cones
6582990,Continente,Soja Sandwich Vegan,Valsoia,Valsoia,emb. 320 gr,Sandwich
646990,PingoDoce,Petit Gateau com Recheio de Chocolate de Leite,Pingo Doce,Pingo Doce,"0.32 Kg | 12,34 €/Kg",Other
4014165,Auchan,GELADO SOLERO MINI EXOTIC & RED BERRY 6X50ML,SOLERO,Solero,50ML,Sticks
3630106,Auchan,GELADO VEGAN VALSOIA CHOCOLATE E AVELÃS 400G,VALSOIA,Valsoia,400G,Pints
8772363,Continente,Gelado Bueno Kinder,Kinder,Kinder,emb. 285 gr,
3903213,Auchan,GELADO CONE AUCHAN FRUTOS VERMELHOS 6X120ML,AUCHAN,Auchan,120ML,Cones
8083243,Continente,Gelado Baunilha Pecan Les Desserts Carte DOr,Carte DOr,Carte D'Or,emb. 825 ml,Tubs
8822847,Continente,Gelado Mini Exotic e Berry Bliss Solero,Solero,Solero,emb. 300 ml (6 un),Sticks
8795874,Continente,Gelado Roasted Almond Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 240 ml (3 un),Sticks
4013920,Auchan,GELADO MAGNUM MINI CHOCOLATE BRANCO E COOKIES 6X55ML,MAGNUM MINI,Magnum,55ML,Sticks
4013919,Auchan,GELADO SOLERO TWIST MORANGO 3X90ML,SOLERO,Solero,90ML,Sticks
3903200,Auchan,SORBET AUCHAN FRAMBOESA COM PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
7759362,Continente,Gelado Double Chocolate Vegan sem Glúten Pink Albatross,Pink Albatross,Pink Albatross,emb. 480 ml,Pints
8083218,Continente,Gelado Bolacha e Chocolate Olá,Olá,Olá,emb. 900 ml,Tubs
3903191,Auchan,GELADO CONE AUCHAN BAUNILHA 6X120ML,AUCHAN,Auchan,120ML,Cones
8822846,Continente,Gelado Cone Limão Cornetto,Cornetto,Cornetto,emb. 540 ml (6 un),Cones
4014031,Auchan,GELADO MAGNUM MINI CHOCOLATE BRANCO E MORANGO 6X55ML,MAGNUM MINI,Magnum,55ML,Sticks
8503500,Continente,Gelado Cookie Dough e Brookies & Cream Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 2 x 450 ml,Pints - PromoPack
8795885,Continente,Gelado Chocolate Brownie Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 420 ml,Pints
7757019,Continente,Gelado Morango sem Lactose Nutrégi,Nutrégi,Nutrégi,emb. 500 ml,Pints
8769518,Continente,Gelado Chocolate Branco e Pistácio Ferrero Rocher,Ferrero Rocher,Ferrero Rocher,emb. 270 ml (3 un),
8083311,Continente,Gelado Cookies com Cookie Dough Vegan sem Lactose Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
6592674,Continente,Gelado Mini Sandwich Continente,Continente,Continente,emb. 510 ml (6 un),Sandwich
7759363,Continente,Gelado Exotic Maracujá Vegan sem Glúten Pink Albatross,Pink Albatross,Pink Albatross,emb. 480 ml,Pints
8068467,Continente,Gelado Framboesa e Pistácio Vegan Swee,Swee,Swee,emb. 450 ml,Pints
3892098,Auchan,GELADO AUCHAN PISTACHIO COM PEDAÇOS 1L,AUCHAN,Auchan,Quantidade não disponível,Tubs
8823034,Continente,Gelado Caramelo Salgado Magum,Magnum,Magnum,emb. 300 ml (3 un),Sticks
8823052,Continente,Gelado Sandwich Chocolate e Amêndoas Magnum,Magnum,Magnum,emb. 560 ml (4 un),
8769510,Continente,Gelado Clássico Ferrero Rocher,Ferrero Rocher,Ferrero Rocher,emb. 270 ml (3 un),
3892032,Auchan,GELADO AUCHAN BAUNILHA NOZES-PECÃS 900ML,AUCHAN,Auchan,900ML,Tubs
8823358,Continente,Gelado Chocolate com Amêndoas Magnum,Magnum,Magnum,emb. 800 ml (8 un),Sticks
8822985,Continente,Gelado Haribo Push Up Olá,Olá,Olá,emb. 340 ml (4 un),Sticks
3732028,Auchan,GELADO MAGNUM MINI EUPHORIA 6X55ML,MAGNUM,Magnum,55ML,Sticks
7105632,Continente,Gelado Cheesecake Morango Ben & Jerrys,Ben & Jerrys,Ben & Jerry's,emb. 465 ml,Pints
8083214,Continente,Gelado Caramelo Salgado Olá,Olá,Olá,emb. 900 ml,Tubs
3903218,Auchan,GELADO CONE AUCHAN BAUNILHA E CHOCOLATE 6X120ML,AUCHAN,Auchan,120ML,Cones
8067127,Continente,Gelado Bombom Caramelo Salgado e Amêndoas Magnum,Magnum,Magnum,emb. 204 ml (12 un),Bites
6703121,Continente,Açaí Orgânico com Banana Native Açaí,Native Açaí,Native Açaí,emb. 160 ml,Pints
8769491,Continente,Gelado Cornetto Morango Carte DOr,Carte DOr,Carte DOr,emb. 750 ml,
4013918,Auchan,GELADO MAGNUM MINI LA PISTACHE 6X55ML,MAGNUM MINI,Magnum,55ML,Sticks
3890766,Auchan,GELADO AUCHAN AVELÃ COM MOLHO DE AVELÃ 900ML,AUCHAN,Auchan,900ML,Tubs
3892030,Auchan,GELADO CONES AUCHAN MINI BAUNILHA CHOCOLATE 8X70ML,AUCHAN,Auchan,70ML,Cones
4041971,Auchan,GELADO PIRULO WATERMELON 1 GRÁTIS 4X73ML,PIRULO,PIRULO,1 G,
6949006,Continente,Gelado Nata Continente,Continente,Continente,emb. 1 lt,Tubs
3734815,Auchan,GELADO MOCHI NOKU MANGA 210G (6UN),NOKU,Noku,210G,Bites
3890602,Auchan,GELADO AUCHAN 3 CHOCOLATES 900ML,AUCHAN,Auchan,900ML,Tubs
2152988,Auchan,GELADO MAGNUM MULTIPACK MINI WHITE MIX 6X55ML,MAGNUM,Magnum,55ML,Sticks
8025801,Continente,Gelado Café Häagen-Dazs,Häagen-Dazs,Häagen-Dazs,emb. 460 ml,Pints
3890646,Auchan,GELADO AUCHAN CARAMELO SALGADO 900ML,AUCHAN,Auchan,900ML,Tubs
2110919,Auchan,GELADO HÄAGEN-DAZS MANGA E FRAMBOESA 460ML,HÄAGEN-DAZS,Häagen-Dazs,460ML,Pints
5045043,Continente,Gelado Fizz Limão Olá,Olá,Olá,emb. 330 ml (6 un),Sticks
